Team,Match Up,Game Date,Season,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
LAC,LAC @ ATL,01/22/2020,,L,12,90.9,150.0,-59.1,28.6,2.0,8.3,0.0,53.3,29.6,4.5,46.9,48.0,88.0,22.5
LAL,LAL @ NYK,01/22/2020,,W,12,96.0,91.7,4.3,50.0,4.0,12.5,20.0,64.3,41.4,4.0,40.9,47.0,98.0,61.6
DET,DET vs. SAC,01/22/2020,,W,12,125.9,114.8,11.1,60.0,1.5,18.2,0.0,64.3,42.9,14.8,71.9,76.7,108.0,65.7
SAS,SAS @ NOP,01/22/2020,,W,12,108.0,140.0,-32.0,40.0,1.33,12.9,20.0,75.0,50.0,12.0,55.0,59.6,100.0,38.1
MIA,MIA vs. WAS,01/22/2020,,W,12,127.3,152.2,-24.9,80.0,8.0,25.8,10.0,71.4,35.3,4.5,60.0,64.3,90.0,41.4
WAS,WAS @ MIA,01/22/2020,,L,12,152.2,127.3,24.9,61.5,4.0,24.2,28.6,90.0,64.7,8.7,75.0,78.8,90.0,58.6
IND,IND @ PHX,01/22/2020,,W,12,126.1,95.7,30.4,75.0,3.0,28.1,0.0,93.3,63.6,13.0,79.4,75.5,92.0,71.8
UTA,UTA @ GSW,01/22/2020,,W,12,107.4,103.8,3.6,50.0,1.0,15.8,41.7,69.2,56.0,22.2,60.9,58.6,106.0,50.7
SAC,SAC @ DET,01/22/2020,,L,12,114.8,125.9,-11.1,30.8,1.33,11.1,35.7,100.0,57.1,11.1,51.9,52.3,108.0,34.3
LAC,LAC @ DAL,01/21/2020,,W,12,116.7,120.8,-4.2,44.4,2.0,11.1,44.4,75.0,56.7,8.3,45.8,49.3,96.0,40.9
DAL,DAL vs. LAC,01/21/2020,,L,12,120.8,116.7,4.2,80.0,4.0,22.9,25.0,55.6,43.3,8.3,54.8,59.1,96.0,59.1
MIL,MIL vs. CHI,01/20/2020,,W,12,103.8,84.0,19.8,63.6,3.5,20.0,15.4,75.0,48.3,7.7,56.8,54.8,102.0,72.2
MIN,MIN vs. DEN,01/20/2020,,L,12,95.5,118.2,-22.7,87.5,3.5,21.9,21.4,57.1,39.3,9.1,40.9,45.0,88.0,47.3
WAS,WAS vs. DET,01/20/2020,,W,12,85.2,73.1,12.1,62.5,0.83,15.2,10.0,82.4,55.6,22.2,50.0,55.7,106.0,72.9
NOP,NOP @ MEM,01/20/2020,,W,12,112.0,150.0,-38.0,60.0,1.5,18.8,10.0,53.8,34.8,16.0,57.5,63.1,102.0,34.2
NYK,NYK @ CLE,01/20/2020,,W,12,112.5,95.7,16.8,66.7,3.0,20.0,0.0,76.5,48.1,8.3,58.3,64.0,94.0,69.0
OKC,OKC @ HOU,01/20/2020,,W,12,146.4,74.1,72.4,42.9,2.0,16.7,25.0,87.5,66.7,10.7,76.2,79.3,110.0,88.9
MEM,MEM vs. NOP,01/20/2020,,L,12,150.0,112.0,38.0,42.9,0.0,15.8,46.2,90.0,65.2,0.0,57.7,62.3,102.0,65.8
CHI,CHI @ MIL,01/20/2020,,L,12,84.0,103.8,-19.8,33.3,0.75,9.4,25.0,84.6,51.7,16.0,38.0,40.6,102.0,27.8
DEN,DEN @ MIN,01/20/2020,,W,12,118.2,95.5,22.7,40.0,2.0,12.5,42.9,78.6,60.7,9.1,50.0,52.3,88.0,52.7
BOS,BOS vs. LAL,01/20/2020,,W,12,134.6,103.8,30.8,61.5,2.67,22.2,25.0,75.0,58.3,11.5,72.5,73.0,104.0,74.8
ATL,ATL vs. TOR,01/20/2020,,L,12,116.7,125.8,-9.1,58.3,1.17,16.7,35.7,76.9,55.6,20.0,54.0,59.5,122.0,45.2
LAL,LAL @ BOS,01/20/2020,,L,12,103.8,134.6,-30.8,50.0,2.0,11.8,25.0,75.0,41.7,7.7,39.6,47.5,104.0,25.2
BKN,BKN vs. PHI,01/20/2020,,L,12,71.4,100.0,-28.6,37.5,0.3,8.8,27.3,76.5,57.1,35.7,50.0,49.8,110.0,28.2
GSW,GSW @ POR,01/20/2020,,L,12,84.0,104.0,-20.0,62.5,2.5,14.7,27.8,85.7,53.1,8.0,36.5,39.1,100.0,40.4
DET,DET @ WAS,01/20/2020,,L,12,73.1,85.2,-12.1,42.9,1.0,9.4,17.6,90.0,44.4,11.5,32.6,37.1,106.0,27.1
TOR,TOR @ ATL,01/20/2020,,W,12,125.8,116.7,9.1,70.0,1.17,17.1,23.1,64.3,44.4,19.4,67.5,72.1,122.0,54.8
CHA,CHA vs. ORL,01/20/2020,,L,12,78.3,154.5,-76.3,57.1,1.0,12.5,33.3,33.3,33.3,17.4,34.1,38.6,90.0,14.0
SAC,SAC @ MIA,01/20/2020,,L,12,128.6,138.1,-9.5,41.7,1.67,14.7,57.1,83.3,65.0,14.3,50.0,51.3,84.0,40.9
SAS,SAS @ PHX,01/20/2020,,W,12,100.0,145.8,-45.8,62.5,5.0,16.7,7.7,75.0,33.3,4.2,45.2,49.8,96.0,22.5
PHX,PHX vs. SAS,01/20/2020,,L,12,145.8,100.0,45.8,66.7,8.0,23.5,25.0,92.3,66.7,4.2,65.8,72.1,96.0,77.5
ORL,ORL @ CHA,01/20/2020,,W,12,154.5,78.3,76.3,50.0,1.4,20.0,66.7,66.7,66.7,22.7,73.9,73.9,90.0,86.0
IND,IND @ UTA,01/20/2020,,L,12,100.0,146.2,-46.2,63.6,2.33,20.6,15.4,38.5,26.9,12.0,52.2,50.5,102.0,28.3
MIA,MIA vs. SAC,01/20/2020,,W,12,138.1,128.6,9.5,58.3,2.33,24.1,16.7,42.9,35.0,14.3,77.8,76.8,84.0,59.1
POR,POR vs. GSW,01/20/2020,,W,12,104.0,84.0,20.0,33.3,1.5,10.0,14.3,72.2,46.9,8.0,45.7,51.6,100.0,59.6
UTA,UTA vs. IND,01/20/2020,,W,12,146.2,100.0,46.2,26.7,1.33,10.5,61.5,84.6,73.1,11.5,58.9,62.9,102.0,71.7
PHI,PHI @ BKN,01/20/2020,,W,12,100.0,71.4,28.6,77.8,3.5,18.4,23.5,72.7,42.9,7.4,40.4,47.1,110.0,71.8
CLE,CLE vs. NYK,01/20/2020,,L,12,95.7,112.5,-16.8,37.5,3.0,10.0,23.5,100.0,51.9,4.3,43.5,42.9,94.0,31.0
HOU,HOU vs. OKC,01/20/2020,,L,12,74.1,146.4,-72.4,55.6,1.67,14.7,12.5,75.0,33.3,11.1,38.0,38.0,110.0,11.1
MIA,MIA @ SAS,01/19/2020,,L,12,81.8,95.5,-13.6,25.0,1.0,7.7,15.4,65.0,45.5,9.1,38.1,41.1,88.0,42.6
SAS,SAS vs. MIA,01/19/2020,,W,12,95.5,81.8,13.6,100.0,0.0,14.7,35.0,84.6,54.5,0.0,24.0,36.3,88.0,57.4
IND,IND @ DEN,01/19/2020,,W,12,170.8,108.3,62.5,71.4,3.33,25.0,66.7,50.0,56.5,12.5,71.7,77.3,96.0,75.9
DEN,DEN vs. IND,01/19/2020,,L,12,108.3,170.8,-62.5,40.0,1.33,11.4,50.0,33.3,43.5,12.5,43.5,48.2,96.0,24.1
ATL,ATL vs. DET,01/18/2020,,L,12,112.5,132.0,-19.5,40.0,0.8,13.8,12.5,60.0,38.9,20.8,61.1,66.8,98.0,42.0
MIN,MIN vs. TOR,01/18/2020,,L,12,96.6,113.8,-17.2,90.0,1.5,21.4,25.0,75.0,46.4,20.7,48.0,51.5,116.0,41.1
BOS,BOS vs. PHX,01/18/2020,,L,12,153.6,133.3,20.2,64.3,4.5,21.4,38.5,80.0,56.5,7.1,64.8,70.4,110.0,52.0
OKC,OKC vs. POR,01/18/2020,,W,12,133.3,120.8,12.5,69.2,3.0,25.7,20.0,76.9,52.2,12.5,70.0,69.3,96.0,64.8
SAC,SAC @ UTA,01/18/2020,,L,12,100.0,116.7,-16.7,20.0,0.67,7.4,10.0,88.9,47.4,12.5,55.0,57.5,96.0,37.4
BKN,BKN vs. MIL,01/18/2020,,L,12,96.3,85.7,10.6,75.0,1.5,15.4,33.3,81.8,51.7,14.8,36.5,44.7,110.0,54.6
LAC,LAC @ NOP,01/18/2020,,W,12,124.0,80.0,44.0,18.2,0.67,6.5,28.6,71.4,50.0,12.0,54.2,57.2,100.0,65.4
POR,POR @ OKC,01/18/2020,,L,12,120.8,133.3,-12.5,20.0,1.0,6.9,23.1,80.0,47.8,8.3,59.5,60.2,96.0,35.2
GSW,GSW vs. ORL,01/18/2020,,W,12,117.4,104.3,13.0,50.0,5.0,16.7,16.7,88.9,47.6,4.3,50.0,55.8,92.0,53.8
HOU,HOU vs. LAL,01/18/2020,,L,12,132.0,126.9,5.1,63.6,1.4,21.9,0.0,75.0,47.4,20.0,76.5,80.4,102.0,53.8
PHI,PHI @ NYK,01/18/2020,,W,12,90.9,78.3,12.6,100.0,4.0,25.0,15.4,61.5,38.5,9.1,42.9,44.8,90.0,54.0
MIL,MIL @ BKN,01/18/2020,,W,12,85.7,96.3,-10.6,77.8,0.88,18.9,18.2,66.7,48.3,28.6,57.5,57.5,110.0,45.4
TOR,TOR @ MIN,01/18/2020,,W,12,113.8,96.6,17.2,46.2,1.5,15.8,25.0,75.0,53.6,13.8,58.0,61.7,116.0,58.9
NYK,NYK vs. PHI,01/18/2020,,L,12,78.3,90.9,-12.6,50.0,1.0,12.5,38.5,84.6,61.5,17.4,38.1,39.5,90.0,46.0
CLE,CLE @ CHI,01/18/2020,,L,12,56.0,119.2,-63.2,75.0,0.3,10.0,18.2,90.0,52.4,40.0,30.0,40.7,102.0,6.4
LAL,LAL @ HOU,01/18/2020,,W,12,126.9,132.0,-5.1,61.5,2.67,21.6,25.0,100.0,52.6,11.5,62.5,64.1,102.0,46.2
PHX,PHX @ BOS,01/18/2020,,W,12,133.3,153.6,-20.2,88.9,2.0,21.6,20.0,61.5,43.5,14.8,63.9,74.5,110.0,48.0
NOP,NOP vs. LAC,01/18/2020,,L,12,80.0,124.0,-44.0,75.0,1.2,17.1,28.6,71.4,50.0,20.0,42.9,43.9,100.0,34.6
CHI,CHI vs. CLE,01/18/2020,,W,12,119.2,56.0,63.2,53.8,3.5,20.6,10.0,81.8,47.6,7.7,63.0,63.7,102.0,93.6
UTA,UTA vs. SAC,01/18/2020,,W,12,116.7,100.0,16.7,50.0,1.5,19.4,11.1,90.0,52.6,16.7,66.7,66.7,96.0,62.6
ORL,ORL @ GSW,01/18/2020,,L,12,104.3,117.4,-13.0,54.5,1.5,20.0,11.1,83.3,52.4,17.4,63.2,61.7,92.0,46.2
DET,DET @ ATL,01/18/2020,,W,12,132.0,112.5,19.5,66.7,2.0,21.6,40.0,87.5,61.1,16.0,68.2,68.2,98.0,58.0
OKC,OKC vs. MIA,01/17/2020,,L,12,130.4,95.8,34.6,77.8,0.0,21.9,16.7,75.0,45.8,0.0,50.0,59.1,94.0,66.7
CHI,CHI @ PHI,01/17/2020,,L,12,81.8,86.4,-4.5,57.1,1.0,12.1,43.8,77.8,56.0,18.2,30.4,36.3,88.0,36.1
MIA,MIA @ OKC,01/17/2020,,W,12,95.8,130.4,-34.6,77.8,1.75,20.6,25.0,83.3,54.2,16.7,50.0,51.5,94.0,33.3
CLE,CLE @ MEM,01/17/2020,,L,12,137.5,87.5,50.0,45.5,1.67,14.3,54.5,100.0,77.3,12.5,56.8,63.6,96.0,69.5
SAS,SAS vs. ATL,01/17/2020,,L,12,87.5,137.5,-50.0,66.7,1.0,12.9,21.4,50.0,30.0,16.7,34.2,45.7,96.0,22.7
PHI,PHI vs. CHI,01/17/2020,,W,12,86.4,81.8,4.5,66.7,1.2,20.0,22.2,56.3,44.0,22.7,52.8,52.8,88.0,63.9
ATL,ATL @ SAS,01/17/2020,,W,12,137.5,87.5,50.0,60.0,0.75,18.2,50.0,78.6,70.0,33.3,90.0,89.1,96.0,77.3
TOR,TOR vs. WAS,01/17/2020,,W,12,148.1,134.6,13.5,68.8,2.75,26.8,37.5,54.5,47.4,14.8,79.2,80.4,106.0,57.3
WAS,WAS @ TOR,01/17/2020,,L,12,134.6,148.1,-13.5,53.8,1.17,18.4,45.5,62.5,52.6,23.1,68.2,68.6,106.0,42.7
DAL,DAL vs. POR,01/17/2020,,W,12,95.7,95.8,-0.2,42.9,1.0,10.7,16.7,76.9,48.0,13.0,47.4,50.8,94.0,46.4
POR,POR @ DAL,01/17/2020,,L,12,95.8,95.7,0.2,80.0,2.67,22.9,23.1,83.3,52.0,12.5,50.0,50.0,94.0,53.6
MEM,MEM vs. CLE,01/17/2020,,W,12,87.5,137.5,-50.0,77.8,1.75,22.6,0.0,45.5,22.7,16.7,52.8,52.0,96.0,30.5
IND,IND vs. MIN,01/17/2020,,W,12,70.8,87.5,-16.7,28.6,0.5,7.1,16.7,61.5,40.0,16.7,36.8,40.9,96.0,34.5
MIN,MIN @ IND,01/17/2020,,L,12,87.5,70.8,16.7,50.0,0.5,9.4,38.5,83.3,60.0,25.0,36.8,46.6,96.0,65.5
DEN,DEN @ GSW,01/16/2020,,W,12,160.0,112.0,48.0,66.7,3.33,26.3,42.9,60.0,54.5,12.0,75.0,79.7,100.0,72.6
NYK,NYK vs. PHX,01/16/2020,,L,12,79.2,124.0,-44.8,50.0,1.0,12.5,23.5,62.5,36.0,16.7,37.5,38.2,98.0,12.8
MIL,MIL vs. BOS,01/16/2020,,W,12,91.7,150.0,-58.3,62.5,2.5,16.1,13.3,75.0,40.7,8.3,42.9,44.9,96.0,27.0
UTA,UTA @ NOP,01/16/2020,,L,12,129.2,140.0,-10.8,44.4,4.0,13.3,16.7,71.4,36.8,4.2,55.0,62.4,98.0,42.5
ORL,ORL @ LAC,01/16/2020,,L,12,70.4,114.8,-44.4,50.0,2.0,12.5,5.9,80.0,40.6,7.4,40.9,38.6,108.0,21.3
GSW,GSW vs. DEN,01/16/2020,,L,12,112.0,160.0,-48.0,83.3,1.25,13.9,40.0,57.1,45.5,16.0,37.5,52.6,100.0,27.4
BOS,BOS @ MIL,01/16/2020,,L,12,150.0,91.7,58.3,61.5,0.0,22.9,25.0,86.7,59.3,0.0,62.0,66.2,96.0,73.0
NOP,NOP vs. UTA,01/16/2020,,W,12,140.0,129.2,10.8,57.1,2.0,22.9,28.6,83.3,63.2,16.0,76.2,78.4,98.0,57.5
LAC,LAC vs. ORL,01/16/2020,,W,12,114.8,70.4,44.4,63.6,3.5,18.9,20.0,94.1,59.4,7.4,50.0,54.3,108.0,78.8
PHX,PHX @ NYK,01/16/2020,,W,12,124.0,79.2,44.8,66.7,1.6,22.2,37.5,76.5,64.0,20.0,67.5,71.2,98.0,87.2
DAL,DAL @ SAC,01/15/2020,,W,12,82.6,130.4,-47.8,57.1,4.0,13.3,20.0,75.0,44.4,4.3,37.5,40.4,92.0,27.4
CHA,CHA @ DEN,01/15/2020,,L,12,77.3,118.2,-40.9,66.7,1.0,13.8,23.1,78.6,51.9,18.2,37.5,42.6,88.0,31.0
MIA,MIA vs. SAS,01/15/2020,,W,12,119.2,92.0,27.2,58.3,2.33,20.6,11.1,76.9,50.0,11.5,67.5,68.5,102.0,72.4
PHI,PHI vs. BKN,01/15/2020,,W,12,129.2,69.6,59.6,70.0,7.0,21.2,16.7,78.9,54.8,4.2,63.2,63.8,94.0,97.2
SAS,SAS @ MIA,01/15/2020,,L,12,92.0,119.2,-27.2,62.5,1.0,15.2,23.1,88.9,50.0,20.0,42.9,48.6,102.0,27.6
LAL,LAL vs. ORL,01/15/2020,,L,12,120.0,120.0,0.0,80.0,4.0,22.2,21.4,71.4,38.1,8.0,56.3,58.2,100.0,44.7
BOS,BOS vs. DET,01/15/2020,,L,12,87.5,108.7,-21.2,28.6,0.33,6.7,30.8,90.0,56.5,25.0,47.1,49.1,94.0,31.3
OKC,OKC vs. TOR,01/15/2020,,L,12,146.2,132.0,14.2,80.0,4.0,28.6,40.0,71.4,52.9,11.5,66.0,69.9,102.0,58.3
SAC,SAC vs. DAL,01/15/2020,,L,12,130.4,82.6,47.8,58.3,7.0,21.2,25.0,80.0,55.6,4.3,61.4,60.9,92.0,72.6
ORL,ORL @ LAL,01/15/2020,,W,12,120.0,120.0,0.0,54.5,1.0,18.2,28.6,78.6,61.9,24.0,69.4,71.2,100.0,55.3
MIN,MIN vs. IND,01/15/2020,,L,12,95.7,116.7,-21.0,44.4,1.0,13.3,23.1,100.0,52.4,17.4,50.0,50.3,94.0,31.8
IND,IND @ MIN,01/15/2020,,W,12,116.7,95.7,21.0,36.4,2.0,14.3,0.0,76.9,47.6,8.3,66.7,69.3,94.0,68.2
BKN,BKN @ PHI,01/15/2020,,L,12,69.6,129.2,-59.6,33.3,1.0,6.9,21.1,83.3,45.2,8.7,30.4,31.7,94.0,2.8
DEN,DEN vs. CHA,01/15/2020,,W,12,118.2,77.3,40.9,66.7,3.0,19.4,21.4,76.9,48.1,9.1,50.0,54.3,88.0,69.0
WAS,WAS @ CHI,01/15/2020,,L,12,108.3,120.0,-11.7,50.0,1.33,13.3,18.2,66.7,43.5,12.5,50.0,57.7,98.0,42.4
HOU,HOU vs. POR,01/15/2020,,L,12,130.4,112.5,17.9,80.0,2.0,23.5,27.3,91.7,60.9,17.4,65.0,66.3,94.0,57.3
CHI,CHI vs. WAS,01/15/2020,,W,12,120.0,108.3,11.7,77.8,1.75,19.4,33.3,81.8,56.5,16.0,52.4,61.2,98.0,57.6
POR,POR @ HOU,01/15/2020,,W,12,112.5,130.4,-17.9,50.0,5.0,16.7,8.3,72.7,39.1,4.2,56.8,57.9,94.0,42.7
DET,DET @ BOS,01/15/2020,,W,12,108.7,87.5,21.2,70.0,1.75,22.6,10.0,69.2,43.5,17.4,57.9,60.2,94.0,68.8
TOR,TOR @ OKC,01/15/2020,,W,12,132.0,146.2,-14.2,64.3,1.8,25.0,28.6,60.0,47.1,20.0,73.8,75.4,102.0,41.7
NYK,NYK @ MIL,01/14/2020,,L,12,100.0,74.1,25.9,77.8,3.5,18.4,29.4,85.7,54.8,7.7,38.5,44.7,106.0,64.0
PHX,PHX @ ATL,01/14/2020,,L,12,93.1,139.3,-46.2,60.0,2.0,16.7,8.3,87.5,40.0,10.3,47.6,53.1,114.0,33.9
MEM,MEM vs. HOU,01/14/2020,,W,12,144.0,112.5,31.5,58.3,7.0,20.0,25.0,84.6,56.0,4.0,63.0,67.9,98.0,71.0
LAC,LAC vs. CLE,01/14/2020,,W,12,81.5,118.5,-37.0,55.6,1.25,14.3,18.8,88.9,44.0,14.8,43.5,43.7,108.0,23.4
HOU,HOU @ MEM,01/14/2020,,L,12,112.5,144.0,-31.5,62.5,1.25,16.1,15.4,75.0,44.0,16.7,52.5,58.5,98.0,29.0
UTA,UTA @ BKN,01/14/2020,,W,12,130.4,137.5,-7.1,25.0,1.0,10.7,22.2,77.8,50.0,13.0,61.9,65.9,94.0,47.8
CLE,CLE @ LAC,01/14/2020,,L,12,118.5,81.5,37.0,60.0,2.0,17.6,11.1,81.3,56.0,11.1,57.9,65.9,108.0,76.6
ATL,ATL vs. PHX,01/14/2020,,W,12,139.3,93.1,46.2,58.3,1.4,19.4,12.5,91.7,60.0,17.9,76.3,80.3,114.0,66.1
MIL,MIL vs. NYK,01/14/2020,,W,12,74.1,100.0,-25.9,62.5,1.25,14.7,14.3,70.6,45.2,14.8,38.6,42.1,106.0,36.0
GSW,GSW vs. DAL,01/14/2020,,L,12,113.0,130.4,-17.4,63.6,2.33,21.2,27.3,53.3,42.3,13.0,54.5,56.8,92.0,51.0
BKN,BKN vs. UTA,01/14/2020,,L,12,137.5,130.4,7.1,35.7,2.5,16.1,22.2,77.8,50.0,8.3,68.2,69.4,94.0,52.2
DAL,DAL @ GSW,01/14/2020,,W,12,130.4,113.0,17.4,15.4,1.0,6.3,46.7,72.7,57.7,8.7,55.6,54.7,92.0,49.0
SAC,SAC vs. ORL,01/13/2020,,L,12,108.0,116.7,-8.7,40.0,2.0,12.9,15.4,73.3,46.4,8.0,50.0,54.8,98.0,47.8
PHI,PHI @ IND,01/13/2020,,L,12,108.3,133.3,-25.0,33.3,0.43,10.0,37.5,50.0,45.5,29.2,58.8,64.7,96.0,31.6
CHA,CHA @ POR,01/13/2020,,L,12,109.5,114.3,-4.8,75.0,3.0,20.7,25.0,71.4,50.0,9.5,52.5,55.1,84.0,47.8
CHI,CHI @ BOS,01/13/2020,,L,12,107.1,103.4,3.7,36.4,0.67,11.1,33.3,83.3,58.3,21.4,52.2,56.6,114.0,45.5
ORL,ORL @ SAC,01/13/2020,,W,12,116.7,108.0,8.7,36.4,2.0,12.5,26.7,84.6,53.6,8.3,47.9,51.7,98.0,52.2
POR,POR vs. CHA,01/13/2020,,W,12,114.3,109.5,4.8,60.0,3.0,19.4,28.6,75.0,50.0,9.5,52.3,51.5,84.0,52.2
BOS,BOS vs. CHI,01/13/2020,,W,12,103.4,107.1,-3.7,70.0,1.75,18.4,16.7,66.7,41.7,13.8,50.0,57.8,114.0,54.5
LAL,LAL vs. CLE,01/13/2020,,W,12,163.0,111.5,51.4,66.7,5.0,25.0,37.5,80.0,65.2,7.4,78.3,80.3,106.0,76.1
OKC,OKC @ MIN,01/13/2020,,W,12,108.7,113.6,-4.9,40.0,0.8,12.5,45.5,71.4,60.0,21.7,54.8,57.1,90.0,49.4
IND,IND vs. PHI,01/13/2020,,W,12,133.3,108.3,25.0,55.6,5.0,13.9,50.0,62.5,54.5,4.2,47.7,56.8,96.0,68.4
NOP,NOP @ DET,01/13/2020,,W,12,56.5,108.7,-52.2,40.0,0.4,5.7,45.5,71.4,55.6,21.7,20.4,23.3,92.0,-13.7
MIN,MIN vs. OKC,01/13/2020,,L,12,113.6,108.7,4.9,60.0,6.0,18.8,28.6,54.5,40.0,4.5,50.0,50.2,90.0,50.6
DET,DET vs. NOP,01/13/2020,,L,12,108.7,56.5,52.2,66.7,6.0,18.2,28.6,54.5,44.4,4.3,45.7,50.5,92.0,113.7
CLE,CLE @ LAL,01/13/2020,,L,12,111.5,163.0,-51.4,70.0,2.33,19.4,20.0,62.5,34.8,11.5,52.2,54.7,106.0,23.9
UTA,UTA @ WAS,01/12/2020,,W,12,141.7,104.2,37.5,45.5,0.0,14.3,42.9,75.0,57.7,0.0,50.0,58.1,96.0,61.3
MEM,MEM vs. GSW,01/12/2020,,W,12,103.8,104.0,-0.2,81.8,3.0,23.1,28.6,53.8,40.7,11.5,50.0,52.2,102.0,60.0
WAS,WAS vs. UTA,01/12/2020,,L,12,104.2,141.7,-37.5,70.0,3.5,20.6,25.0,57.1,42.3,8.3,47.7,51.7,96.0,38.7
CHA,CHA @ PHX,01/12/2020,,L,12,84.0,111.5,-27.5,75.0,2.0,19.4,0.0,58.3,28.0,12.0,40.5,46.1,102.0,29.5
LAC,LAC @ DEN,01/12/2020,,L,12,130.4,104.2,26.3,54.5,2.0,16.7,43.8,87.5,58.3,13.0,52.1,54.5,94.0,51.2
BKN,BKN vs. ATL,01/12/2020,,W,12,64.0,80.0,-16.0,66.7,0.67,12.9,15.4,82.4,53.3,24.0,35.3,39.0,100.0,47.2
TOR,TOR vs. SAS,01/12/2020,,L,12,84.6,144.0,-59.4,87.5,2.33,20.6,13.3,87.5,39.1,11.5,45.7,46.1,102.0,21.1
DEN,DEN vs. LAC,01/12/2020,,W,12,104.2,130.4,-26.3,85.7,1.2,19.4,12.5,56.3,41.7,20.8,50.0,63.0,94.0,48.8
MIA,MIA @ NYK,01/12/2020,,L,12,108.0,160.0,-52.0,55.6,1.0,15.2,25.0,60.0,40.9,20.0,57.5,59.6,100.0,18.6
PHX,PHX vs. CHA,01/12/2020,,W,12,111.5,84.0,27.5,45.5,1.25,13.9,41.7,100.0,72.0,15.4,52.2,56.6,102.0,70.5
SAS,SAS @ TOR,01/12/2020,,W,12,144.0,84.6,59.4,61.5,4.0,23.5,12.5,86.7,60.9,8.0,72.5,75.1,102.0,78.9
GSW,GSW @ MEM,01/12/2020,,L,12,104.0,103.8,0.2,60.0,0.86,16.2,46.2,71.4,59.3,28.0,52.2,53.5,102.0,40.0
NYK,NYK vs. MIA,01/12/2020,,W,12,160.0,108.0,52.0,50.0,3.0,17.1,40.0,75.0,59.1,8.0,61.9,71.3,100.0,81.4
ATL,ATL @ BKN,01/12/2020,,L,12,80.0,64.0,16.0,66.7,3.0,17.6,17.6,84.6,46.7,8.0,40.0,39.3,100.0,52.8
BOS,BOS vs. NOP,01/11/2020,,W,12,92.9,82.1,10.7,27.3,0.43,8.3,38.5,83.3,64.5,25.0,50.0,52.3,112.0,62.5
CLE,CLE @ DEN,01/11/2020,,W,12,104.0,133.3,-29.3,66.7,2.0,18.2,16.7,73.3,48.1,12.0,55.0,57.4,98.0,40.9
DAL,DAL vs. PHI,01/11/2020,,W,12,171.4,113.6,57.8,76.9,3.33,27.8,55.6,83.3,71.4,14.3,81.6,79.9,86.0,67.4
MIL,MIL @ POR,01/11/2020,,W,12,96.2,84.0,12.2,50.0,0.8,12.5,16.7,81.3,53.6,19.2,50.0,55.2,102.0,58.3
LAL,LAL @ OKC,01/11/2020,,W,12,88.5,112.0,-23.5,60.0,3.0,16.7,25.0,92.3,55.2,7.7,40.4,42.8,102.0,41.0
HOU,HOU vs. MIN,01/11/2020,,W,12,132.1,113.8,18.3,60.0,2.25,23.1,20.0,66.7,48.0,14.3,70.8,71.8,114.0,57.9
PHI,PHI @ DAL,01/11/2020,,L,12,113.6,171.4,-57.8,80.0,8.0,25.0,16.7,44.4,28.6,4.5,56.8,56.8,86.0,32.6
MIN,MIN @ HOU,01/11/2020,,L,12,113.8,132.1,-18.3,80.0,2.67,19.5,33.3,80.0,52.0,10.3,50.0,56.8,114.0,42.1
NOP,NOP @ BOS,01/11/2020,,L,12,82.1,92.9,-10.7,70.0,2.33,18.4,16.7,61.5,35.5,10.7,42.6,41.2,112.0,37.5
POR,POR vs. MIL,01/11/2020,,L,12,84.0,96.2,-12.2,71.4,1.67,15.2,18.8,83.3,46.4,12.0,36.4,42.6,102.0,41.7
CHI,CHI @ DET,01/11/2020,,W,12,117.4,121.7,-4.3,44.4,0.57,13.3,50.0,50.0,50.0,30.4,70.0,76.5,92.0,54.5
OKC,OKC vs. LAL,01/11/2020,,L,12,112.0,88.5,23.5,40.0,2.0,13.3,7.7,75.0,44.8,8.0,50.0,55.8,102.0,59.0
DEN,DEN vs. CLE,01/11/2020,,L,12,133.3,104.0,29.3,50.0,0.0,17.6,26.7,83.3,51.9,0.0,51.9,55.9,98.0,59.1
DET,DET vs. CHI,01/11/2020,,L,12,121.7,117.4,4.3,60.0,1.2,17.6,50.0,50.0,50.0,21.7,55.0,60.7,92.0,45.5
LAL,LAL @ DAL,01/10/2020,,W,12,130.4,121.7,8.7,25.0,1.5,10.7,25.0,81.8,57.9,8.7,62.5,65.0,92.0,53.3
DAL,DAL vs. LAL,01/10/2020,,L,12,121.7,130.4,-8.7,55.6,5.0,16.7,18.2,75.0,42.1,4.3,58.3,61.3,92.0,46.7
SAC,SAC vs. MIL,01/10/2020,,L,12,114.8,132.1,-17.3,75.0,3.0,24.3,8.3,88.9,42.9,11.1,60.4,61.2,110.0,38.4
GSW,GSW @ LAC,01/10/2020,,L,12,77.3,156.5,-79.2,85.7,3.0,18.8,23.5,50.0,34.5,9.1,34.8,35.0,90.0,10.1
CHI,CHI vs. IND,01/10/2020,,L,12,143.5,168.2,-24.7,41.7,2.5,15.6,40.0,71.4,52.9,8.7,63.6,68.2,90.0,42.6
CHA,CHA @ UTA,01/10/2020,,L,12,115.4,84.6,30.8,58.3,1.75,20.6,11.1,100.0,57.9,15.4,67.5,67.6,104.0,72.4
MEM,MEM vs. SAS,01/10/2020,,W,12,141.7,95.8,45.8,57.1,2.0,22.9,42.9,83.3,68.4,16.7,73.8,74.7,96.0,70.0
